 (4.978929912170989014e-01+0.000000000000000000e+00j), (1.301526359701366247e-03+3.456725660560069652e-03j), (-2.117663095501799275e-03+7.836157940530480166e-04j), (-5.429653051030396919e-04-4.978073261666387528e-01j)
 (1.301526359701366247e-03-3.456725660560069219e-03j), (1.346035602281680241e-03+5.773380383756159828e-20j), (-9.589486403841093959e-04+5.797086875083775530e-04j), (-2.227318911108692231e-03-1.823434774521471126e-04j)
 (-2.117663095501798841e-03-7.836157940530480166e-04j), (-9.589486403841092875e-04-5.797086875083775530e-04j), (9.478174037300001646e-04+3.119509795216023302e-21j), (-1.199639988907345725e-03+7.820197541853580537e-04j)
 (-5.429653051030395835e-04+4.978073261666387528e-01j), (-2.227318911108692664e-03+1.823434774521471126e-04j), (-1.199639988907345725e-03-7.820197541853579452e-04j), (4.998131557768917266e-01-9.717132919204837642e-20j)
