 (4.313333333333334574e-01+0.000000000000000000e+00j), (-9.333333333333353188e-03+6.999999999999974992e-03j), (-8.166666666666669294e-03+4.999999999999990563e-03j), (-2.999999999999995726e-03-2.945000000000000395e-01j)
 (-9.333333333333353188e-03-6.999999999999974992e-03j), (5.800000000000092581e-02+0.000000000000000000e+00j), (-3.000000000000009603e-03-5.000000000000143219e-04j), (1.483333333333333726e-02-1.999999999999987899e-03j)
 (-8.166666666666669294e-03-4.999999999999990563e-03j), (-3.000000000000009603e-03+5.000000000000143219e-04j), (4.900000000000082762e-02+0.000000000000000000e+00j), (-9.333333333333346249e-03-1.100000000000000630e-02j)
 (-2.999999999999995726e-03+2.945000000000000395e-01j), (1.483333333333333726e-02+1.999999999999987899e-03j), (-9.333333333333346249e-03+1.100000000000000630e-02j), (4.616666666666668917e-01+0.000000000000000000e+00j)
